0.001	4.4084727278572156e-14
0.005	2.352117564358497e-13
0.01	7.311642582944897e-13
0.02	3.1346019388308358e-12
0.04	1.4817666694435586e-11
0.1	1.2326299735156165e-10
0.2	8.264122681486316e-10
0.4	7.421740036983707e-9
0.7	8.387628998969043e-8
1.	6.886441993856937e-7
1.5	0.000018319391372696917
