1.0039550895356417, 1.0306788389963565e-12
1.1037155032027572, 1.1915588196702323e-12
1.1849889094464976, 1.3125330147352312e-12
1.2924941063486375, 1.4991773714873054e-12
1.513561248436208, 1.886212207133523e-12
1.7038390652385325, 2.26115695153675e-12
1.8879913490962936, 2.678067519828101e-12
2.059274708894942, 3.0960905106298e-12
2.263899496352922, 3.6228897509242968e-12
2.5284661441455016, 4.343054463316714e-12
2.8463330413481587, 5.269686471168723e-12
3.2809529311311887, 6.710759170575148e-12
3.6643757464783313, 8.241580380689142e-12
4.359418585877816, 1.128478887407722e-11
4.985563885443841, 1.4545533630506711e-11
5.746832927021476, 1.874847203231364e-11
6.783105493406275, 2.5671356563109976e-11
7.635845681990456, 3.191074972923546e-11
8.941874525021808, 4.3168862354067365e-11
9.908319448927665, 5.3016304115627804e-11
11.153946868941144, 6.7514386478299e-11
12.165861195583766, 8.093502085120292e-11
13.587603246947186, 1.006061829402718e-10
15.417004529495593, 1.2967638417730618e-10
17.771098977354065, 1.7542621300415897e-10
19.691813515545444, 2.207150872957602e-10
22.878553962201913, 3.0960905106297996e-10
26.164611206327702, 4.138070641274223e-10
29.4539033330688, 5.46427827737728e-10
33.41950400261141, 7.215521357901022e-10
35.31831697919564, 8.044736266284185e-10
37.62084720349174, 9.300449458481393e-10
40.073487792246034, 1.062298869154873e-9
42.68602498899179, 1.2133595182097665e-9
45.111338607098375, 1.3365470508911144e-9
46.55860935229584, 1.4370779141993747e-9
48.43316577920433, 1.4901443705277456e-9
50.782524383067155, 1.6217120857339266e-9
53.24584385983067, 1.7227429147699409e-9
56.71713511296793, 1.7020453546420374e-9
59.939661459821295, 1.6217120857339266e-9
64.60791327311762, 1.3692505991349324e-9
66.94440496888328, 1.0752168531898921e-9
70.46930689671463, 7.572950042471811e-10
73.01777104033286, 6.394024237773806e-10
75.06345868232948, 5.530726111974165e-10
78.08568573885987, 5.269686471168723e-10
79.64212827310473, 5.875284094355484e-10
81.55086490980348, 6.092238584943133e-10
84.83428982440712, 7.94808434500385e-10
88.24991295887943, 1.062298869154873e-9
91.80305691684066, 1.3859012403933867e-9
95.1230384680999, 1.9440790077491267e-9
97.7880338725181, 2.7270653046663255e-9
101.72520446074235, 3.919005319915365e-9
104.98877226899403, 5.6319159908802255e-9
107.9301690128147, 7.527320708477473e-9
111.39280570149613, 1.006061829402718e-8
113.16556230390313, 1.163099309505291e-8
115.42123429954339, 1.4457892353536651e-8
117.72186746577616, 2.0280871538024598e-8
118.65491000980506, 2.743596309313284e-8
129.93145018795738, 3.7115370975869984e-8
140.60475241299127, 4.783987390126465e-8
152.154819887871, 6.241307649397456e-8
164.00502051537146, 8.241580380689108e-8
172.64056837418582, 9.99999999999998e-8
